,Unnamed: 0,GrLivArea,YearBuilt,SalePrice,LotArea,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,1stFlrSF,2ndFlrSF,YearsOld,before_'08,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM
335,335,0.5148361573603842,1965,228950,6.948838863544683,2,3,7,2,1.1805167178446407,-0.41232701230103613,0.21328999270704094,0,1,0,0,0,0,0,1,0
336,336,0.7736469603708377,2005,377426,0.6955432389304761,2,3,8,3,1.9642973973234263,-0.7948908644380686,-1.142075077722202,1,1,0,0,0,0,0,1,0
337,337,0.03908100476763899,2002,214000,-0.1806125132892753,2,3,7,2,0.9658177198356005,-0.7948908644380686,-1.0098443391437393,0,0,1,0,0,0,0,1,0
338,338,0.2008377566491724,1984,202500,0.6934496767985293,2,3,8,2,1.1856901876761838,-0.7948908644380686,-0.48092138482988833,1,0,1,0,0,0,0,1,0
339,339,-0.571788611161446,1958,155000,0.38901085011126,1,3,6,1,0.13547581187292682,-0.7948908644380686,0.4777514698639664,0,0,0,1,0,0,0,1,0
340,340,0.7470046718256439,2002,202900,0.7014749983043255,2,4,9,2,-0.43877933942836156,1.301192517031301,-0.9437289698545078,0,1,0,0,0,0,0,1,0
341,341,-1.283518319440193,1950,82000,-0.30884319387101905,1,2,4,1,-0.8319630466256401,-0.7948908644380686,0.7422129470208918,0,0,0,1,0,0,1,0,0
342,342,-0.9048172179763676,1949,87500,-0.283720448287657,2,2,6,2,-0.3172027983870978,-0.7948908644380686,0.6760975777316605,1,0,0,1,0,0,0,1,0
343,343,0.3207280551025442,2005,266000,-0.23050907743400825,2,2,6,2,1.3486544873697928,-0.7948908644380686,-1.1090173930775862,0,0,1,0,0,0,0,1,0
344,344,-0.767799734029657,1976,85000,-1.3221272657332883,1,3,4,1,-1.6209171959359687,0.5246108052082231,-0.08422916909450018,0,0,0,1,0,0,0,0,1
345,345,0.11710484979284921,1939,140200,-0.6516639929773137,1,3,6,1,-0.49310077265956453,0.5910440489924982,1.0066744241778174,1,0,0,1,0,0,0,1,0
346,346,-1.060864908026788,1960,151500,0.453911276201612,1,2,5,1,-0.5293150614803664,-0.7948908644380686,0.34552073128550365,1,0,1,0,0,0,0,1,0
347,347,-0.07129419063387792,1960,157500,1.2962211072882228,2,3,6,2,0.8157870947208495,-0.7948908644380686,0.41163610057473504,0,0,0,1,0,0,0,1,0
348,348,0.2103528597010273,2003,154000,-1.3472500113166503,2,2,6,2,-1.0311416351400509,1.1797800370117637,-1.0429020237883548,0,0,1,0,0,0,0,1,0
349,349,2.3074815723298485,2005,437154,1.790127306916681,2,4,10,3,1.7728790135563302,1.2210144641882104,-1.1751327623668177,1,1,0,0,0,0,0,1,0
350,350,0.6727868680211757,2007,318061,-0.41003203024844953,2,2,6,2,1.8272004467875331,-0.7948908644380686,-1.2081904470114333,1,0,1,0,0,0,0,1,0
351,351,-0.11886970589315245,1986,190000,-0.8547395197761569,1,2,6,2,0.7511187218265603,-0.7948908644380686,-0.5470367541191197,1,0,1,0,0,0,0,1,0
352,352,-0.7697027546400279,1941,95000,-0.18951015235004934,1,3,5,1,-1.4139784026742432,0.3390558829142133,1.0066744241778174,0,0,0,1,0,0,0,1,0
353,353,-1.5137838132950816,1928,105900,-0.2879075725515507,1,2,5,2,-1.144957971434,-0.7948908644380686,1.5025396938470525,0,0,0,1,0,0,0,0,1
354,354,0.15135922077952688,1940,140000,-0.30884319387101905,1,2,6,1,0.07598090881018071,0.12830214401237505,0.9736167395332016,1,0,0,1,0,0,0,1,0
355,355,-0.6003339203170106,1995,177500,0.18820334895535923,2,3,6,2,0.09667478813635327,-0.7948908644380686,-0.8114982312760451,1,0,1,0,0,0,0,1,0
356,356,-0.6631336004592531,1992,173000,-0.1608981365467759,2,3,6,2,0.011312535915891483,-0.7948908644380686,-0.6462098080529668,0,0,1,0,0,0,0,1,0
357,357,-0.7107091157185276,1976,134000,-1.0374028157885185,1,3,6,2,-0.05335583697839775,-0.7948908644380686,-0.18340222302834722,1,1,0,0,0,0,0,0,1
358,358,-0.3110747875406215,1958,130000,-0.5653045550345066,1,3,6,1,0.4898584953336318,-0.7948908644380686,0.37857841593011937,1,0,0,1,0,0,0,1,0
359,359,0.7774530015915796,1998,280000,0.3211445443339834,2,3,7,2,-0.19821299226160563,1.1248008007765016,-0.9437289698545078,1,0,1,0,0,0,0,1,0
360,360,-1.1484038561038532,1978,156000,-0.45888181332720906,1,2,5,2,-0.6483048676058587,-0.7948908644380686,-0.24951759231757858,1,0,1,0,0,0,0,1,0
361,361,-0.019912634153861426,1940,145000,-0.17904234169031516,1,3,8,1,-0.4517130140072194,0.3894535161298703,1.039732108822433,0,0,0,1,0,0,0,1,0
362,362,0.7736469603708377,2003,198500,-0.5005785924551502,3,4,7,2,-1.7269733274826031,2.4740828900502265,-1.0098443391437393,0,0,1,0,0,0,0,1,0
363,363,-1.0056773103260297,1972,118000,-1.481237987761248,1,2,5,1,-1.758014146471862,0.3596730965024366,0.01494388483934686,0,0,0,1,0,0,0,0,1
364,364,0.11139578796173627,1976,190000,1.5055773204829066,2,3,6,2,-0.9638865273299901,1.0010975192471618,-0.21645990767296291,1,1,0,0,0,0,0,1,0
365,365,-0.32629895242358936,1920,147000,0.09067824630883571,1,3,6,1,-1.2691212473910354,0.7445277501492716,1.7339434863593624,0,0,0,1,0,0,0,0,1
366,366,-0.23114792190504033,1963,159000,-0.11693333177589232,1,3,6,2,0.5985013617960377,-0.7948908644380686,0.312463046640888,0,0,1,0,0,0,0,1,0
367,367,-0.16073615932131402,1962,165000,-0.17799556062434174,1,3,6,1,0.6942105536795857,-0.7948908644380686,0.312463046640888,0,0,1,0,0,0,0,1,0
368,368,-0.47092851881178394,1954,132000,-0.41352130046836094,1,2,7,1,0.27257276240882,-0.7948908644380686,0.6430398930870448,0,1,0,0,0,0,0,1,0
369,369,-0.4347711272147353,1959,162000,-0.059360373147354296,1,3,7,2,0.32172072580847977,-0.7948908644380686,0.4777514698639664,0,1,0,0,0,0,0,1,0
370,370,0.2826676428951246,2000,172400,-0.35751851343878305,2,3,7,2,-0.5422487360592243,0.8338690090315727,-1.0098443391437393,1,0,1,0,0,0,0,1,0
371,371,0.13803807650693,1959,134432,1.2124786220103494,2,4,7,2,-0.11026400512537227,0.27720424214954337,0.41163610057473504,0,1,0,0,0,0,0,1,0
372,372,-1.4528871537632102,1984,125000,-0.522560994840592,1,2,4,1,-1.0621824541293097,-0.7948908644380686,-0.34869064625142565,0,0,0,1,0,0,0,1,0
373,373,-0.3738744676828639,1953,123000,0.0809082896930838,1,3,5,1,0.40449624311317,-0.7948908644380686,0.6430398930870448,0,0,0,1,0,0,0,1,0
374,374,0.7850650840330635,2003,219500,-0.34373589607013305,2,4,8,2,-0.8164426371310107,1.6814655676585308,-1.0759597084329706,1,1,0,0,0,0,0,1,0
375,375,-1.163628020986821,1922,61000,-0.026212306058196036,0,1,4,0,-0.6689987469320312,-0.7948908644380686,1.6678281170701308,0,0,0,0,0,0,0,1,0
376,376,-1.1445978148831113,1996,148000,-0.23103246796699495,1,2,5,2,-0.6431313977743155,-0.7948908644380686,-0.8776136005652765,1,0,0,1,0,0,0,1,0
377,377,1.8088901724126514,2004,340000,0.1697102167898288,3,4,8,2,1.0796340561295497,1.2347592732470258,-1.1090173930775862,1,0,1,0,0,1,0,0,0
378,378,0.6480476000863529,2010,394432,0.21350055804971685,1,1,8,3,1.7935728928825028,-0.7948908644380686,-1.2081904470114333,0,1,0,0,0,0,0,1,0
379,379,0.541478445905578,2000,179000,-0.3571695864167919,2,3,7,2,-0.4025650506075596,1.021714732835385,-0.9106712852098922,0,1,0,0,0,0,0,1,0
380,380,0.33404919937514105,1924,127000,-0.9020191312559563,2,3,6,1,-0.35341708720789977,0.7284921395806535,1.6347704324255152,0,0,0,1,0,0,0,1,0
381,381,-0.4081288386695416,2006,187750,-0.5181994070657028,2,2,5,2,0.3579350146292818,-0.7948908644380686,-1.2081904470114333,1,0,1,0,0,1,0,0,0
382,382,0.5357693840744651,2006,213500,-0.16142152707976262,2,3,8,2,-0.5784630248800263,1.1706168309725533,-1.1751327623668177,1,0,1,0,0,0,0,1,0
383,383,-1.3919904942313388,1928,76000,-0.20416508727367721,1,2,5,2,-0.9794069368246195,-0.7948908644380686,1.4694820092024368,0,0,0,1,0,0,1,0,0
384,384,0.8326405992923381,1992,240000,6.948838863544683,2,3,9,2,-0.2163201366720066,1.2072696551293949,-0.7123251773421981,1,1,0,0,0,0,0,1,0
385,385,-0.469025498201413,2004,192000,-1.2191937942459021,2,2,6,2,0.27515949732459155,-0.7948908644380686,-1.0098443391437393,0,1,0,0,0,0,0,1,0
386,386,-0.6307822500829463,1910,81000,-0.3070985587610634,1,5,8,0,-1.3053355362118373,0.4100707297180936,1.965347278871672,1,0,0,0,0,0,0,1,0
387,387,-0.7430604660948342,1976,125000,-0.5181994070657028,1,3,6,1,-0.09733033054651442,-0.7948908644380686,-0.11728685373911586,0,0,0,1,0,0,0,1,0
388,388,-0.06939117002350693,1999,191000,-0.13752002607336955,2,3,6,2,0.8183738296366211,-0.7948908644380686,-0.9106712852098922,0,0,1,0,0,0,0,1,0
389,389,1.5538854106229398,2007,426000,0.4019211499249322,2,3,9,3,1.4986851124845437,0.5566820263454594,-1.1751327623668177,0,1,0,0,0,0,0,1,0
390,390,-0.2825294783850568,1900,119000,-0.3079708763160412,1,4,7,1,-0.5215548567330518,0.13517454854178282,2.36203949460706,0,0,0,1,0,0,0,1,0
391,391,0.847864764175306,2001,215000,0.3556883195111062,2,3,7,2,-0.9276722385091881,1.8555664824035276,-0.9437289698545078,0,1,0,0,0,0,0,1,0
392,392,-1.2054944744149827,1959,106500,-0.3194854680417488,1,3,5,1,-0.7259069150790057,-0.7948908644380686,0.37857841593011937,1,0,1,0,0,0,0,1,0
393,393,-1.3843784117898548,1941,100000,-0.4752813833607926,1,2,4,0,-0.9690599971615332,-0.7948908644380686,0.9405590548885859,1,0,0,0,0,0,0,1,0
394,394,-0.9162353416385935,1940,109000,-0.006323465804701081,1,2,5,1,-1.1061569476974265,-0.10994121300709428,1.0066744241778174,1,0,0,1,0,0,0,1,0
395,395,-0.7069030744977856,1956,129000,-0.10454642249520686,1,3,6,1,-0.04818236714685461,-0.7948908644380686,0.5769245237978134,0,0,0,1,0,0,0,1,0
396,396,-1.1826582270905308,1972,123000,-0.5181994070657028,1,2,6,2,-0.6948660960897469,-0.7948908644380686,0.01494388483934686,0,0,1,0,0,0,0,1,0
397,397,0.5643146932300298,1962,169500,-0.4501586377774306,2,4,8,1,-0.7414273245736351,1.3492993487371554,0.2794053619962723,1,0,1,0,0,0,0,1,0
398,398,-0.8344054553926413,1920,67000,-0.209922383136531,1,2,6,1,-0.22149360650354974,-0.7948908644380686,1.6678281170701308,1,0,0,1,0,0,0,0,1
399,399,0.06572329331283272,2006,241000,-0.3568206593948008,2,2,7,2,-0.13095788445154483,0.2084801968554657,-1.1090173930775862,0,1,0,0,0,1,0,0,0
400,400,-0.4328681066043643,1996,245500,0.8361608287929053,1,1,4,2,0.3243074607242514,-0.7948908644380686,-0.8114982312760451,0,1,0,0,0,0,0,1,0
401,401,-0.3910016531762027,2005,164990,-0.24481508533564497,2,3,6,2,0.3812156288712259,-0.7948908644380686,-1.1751327623668177,1,1,0,0,0,0,0,1,0
402,402,-1.6051288025928887,1940,108000,0.005191125921006523,1,2,4,1,-1.2691212473910354,-0.7948908644380686,1.039732108822433,0,0,0,1,0,0,0,1,0
403,403,1.4225769885073423,1998,258000,0.3349271617026334,2,4,10,2,0.006139066084348344,1.7204091933251748,-0.9437289698545078,1,1,0,0,0,0,0,1,0
404,404,0.10758974674099431,1995,168000,0.033803141724279964,2,3,7,2,-0.922498768677645,0.9598630920707151,-0.8114982312760451,1,1,0,0,0,0,0,1,0
405,405,0.1989347360388014,1976,150000,-0.03127174787706756,2,3,8,2,1.1831034527604123,-0.7948908644380686,-0.11728685373911586,0,0,0,1,0,0,0,1,0
406,406,0.23509212763585002,1936,115000,0.05404090899976606,1,3,6,1,0.008725801000119913,-0.7948908644380686,1.1719628474008956,0,0,0,1,0,0,0,1,0
407,407,0.3131159726610603,1915,177000,0.9431069610331897,2,4,8,1,-0.8345497815414117,1.1293824037961067,1.866174224937825,0,0,0,1,0,0,0,1,0
408,408,1.2494021129635828,2006,280000,0.6950198483974894,2,3,9,3,-0.23701401599817917,1.7272815978545826,-1.1751327623668177,1,0,1,0,0,0,0,1,0
409,409,1.0705181755887108,2007,339750,0.10986923251834839,2,3,8,3,-0.2913354492293821,1.5600530876389935,-1.1751327623668177,0,1,0,0,0,1,0,0,0
410,410,-0.4557043539288161,1958,60000,-0.10454642249520686,1,3,5,1,0.2932666417349925,-0.7948908644380686,0.4777514698639664,0,0,0,1,0,0,0,1,0
411,411,-0.8743688882104319,1955,145000,4.270823969762688,1,3,5,2,-0.2758150397347527,-0.7948908644380686,0.4777514698639664,1,1,0,0,0,0,0,1,0
412,412,-0.07129419063387792,2009,222000,-1.0061738473203115,2,2,7,2,0.8157870947208495,-0.7948908644380686,-1.1751327623668177,0,1,0,0,0,1,0,0,0
413,413,-0.9276534653008194,1927,115000,-0.2111436277135,1,2,5,2,-0.3482436173763566,-0.7948908644380686,1.535597378491668,0,0,0,1,0,0,0,0,1
414,414,1.1066755671857593,1993,228000,0.18453961522445225,2,3,9,3,-0.21373340175623504,1.5348542710311652,-0.7123251773421981,0,0,0,1,0,0,0,1,0
415,415,-0.3339110348650733,2007,181134,-0.22178590188422975,2,3,6,2,0.458817676344373,-0.7948908644380686,-1.2081904470114333,1,1,0,0,0,0,0,1,0
416,416,-0.21972979824281444,1978,149500,-0.40584490598455586,1,3,6,2,-1.2691212473910354,0.8728126346982167,-0.28257527696219426,1,1,0,0,0,0,0,1,0
417,417,2.1095674288512662,1918,239000,2.1371352302868694,2,4,10,3,0.53641972381752,2.077774228854379,1.7339434863593624,1,0,0,1,0,0,0,1,0
418,418,-0.7259332806014954,1940,126000,-0.3507144365099558,1,3,7,1,-1.0518355144662235,0.07103210626731031,1.0066744241778174,1,0,0,1,0,0,0,1,0
419,419,-0.8743688882104319,1968,142000,-0.3001200183212406,1,3,6,1,-0.2758150397347527,-0.7948908644380686,0.18023230806242527,0,0,0,1,0,0,0,1,0
420,420,-0.32629895242358936,1997,206300,-0.5426242986050825,2,2,8,4,0.46916461600745923,-0.7948908644380686,-0.8445559159206608,0,1,0,0,0,0,0,0,1
421,421,0.16468036505212374,1977,215000,1.1278638191774981,2,3,8,2,1.1365422242765242,-0.7948908644380686,-0.15034453838373155,0,1,0,0,0,0,0,1,0
422,422,-1.0037742897156587,1954,113000,2.0202446779198375,1,2,4,2,-0.4517130140072194,-0.7948908644380686,0.5769245237978134,0,0,1,0,0,0,0,1,0
423,423,2.1209855525134924,1998,315000,-0.16927238507456324,2,4,8,3,0.7950932153946769,1.8624388869329354,-0.8776136005652765,0,1,0,0,0,0,0,1,0
424,424,-0.6079460027584945,1956,139000,-0.20416508727367721,1,2,6,1,0.086327848473267,-0.7948908644380686,0.5108091545085821,0,0,1,0,0,0,0,1,0
425,425,-0.24066302495689523,1946,135000,-1.1849989460907704,1,3,6,1,-1.1785855253390303,0.7674357652472976,0.8744436855993546,0,0,0,1,0,0,0,0,1
426,426,0.24460723068770493,1989,275000,0.45879625450948797,2,2,5,2,1.24518509073893,-0.7948908644380686,-0.5470367541191197,0,1,0,0,0,0,0,1,0
427,427,-1.1579189591557082,1957,109008,-0.2751717362488741,1,3,5,1,-0.6612385421847166,-0.7948908644380686,0.4777514698639664,0,0,0,1,0,0,0,1,0
428,428,-0.5851097554340428,2007,195400,-0.5946144248817624,2,2,6,2,0.11736866746252582,-0.7948908644380686,-1.2081904470114333,1,0,1,0,0,0,0,1,0
429,429,-0.19689355091836266,1988,175000,0.22449175924243772,2,3,6,2,0.645062590279926,-0.7948908644380686,-0.513979069474504,0,0,0,1,0,0,0,1,0
430,430,-1.0056773103260297,1971,85400,-1.481237987761248,1,2,4,1,-1.758014146471862,0.3596730965024366,0.01494388483934686,0,0,0,1,0,0,0,0,1
431,431,-0.6041399615377526,1920,79900,-0.7997835138125524,1,4,7,0,-0.19303952243006248,-0.5429026983597838,1.7008858017147466,0,0,0,0,0,0,0,0,1
432,432,-0.2863355196057988,1971,122500,-1.4393667451223113,1,2,6,2,-1.0285549002242793,0.5795900414434852,-0.01811379980526882,1,0,0,1,0,0,0,0,1
433,433,0.1684864062728657,1997,181000,0.1166733094471756,2,3,7,2,-0.6120905787850567,0.7582725592080872,-0.8445559159206608,0,1,0,0,0,0,0,1,0
434,434,-1.6850556682284699,1972,81000,-1.4446006504521782,1,1,3,0,-1.377764113853441,-0.7948908644380686,-0.01811379980526882,0,0,0,0,0,0,0,0,1
435,435,0.2769585810640116,1996,212000,0.0866655855559376,2,3,6,2,-0.868177335446442,1.1156375947372912,-0.7784405466314295,0,0,1,0,0,0,0,1,0
436,436,-0.7563816103674311,1920,116000,-1.0066972378532981,1,2,6,2,-1.108743682613198,0.08477691532612584,1.6347704324255152,1,0,0,1,0,0,0,0,1
437,437,-1.163628020986821,1926,119000,-0.7275556202603866,1,2,4,1,-0.6689987469320312,-0.7948908644380686,1.535597378491668,0,0,0,1,0,0,0,0,1
438,438,-1.563262349164727,1913,90350,-1.0276328591727666,1,2,4,1,-1.2122130792440609,-0.7948908644380686,1.8992319095824406,1,0,0,1,0,0,0,1,0
439,439,-0.6079460027584945,1920,110000,0.3809855286054638,1,3,7,2,-1.2380804284017766,0.37799950858085735,1.7339434863593624,0,0,0,1,0,0,0,1,0
440,440,1.6870968533489086,2008,555000,0.9178097519388321,2,2,10,3,3.2059301568937797,-0.7948908644380686,-1.1751327623668177,0,1,0,0,0,0,0,1,0
441,441,-0.1436089738279752,1955,118000,0.33806750490055365,2,4,8,0,0.7174911679215299,-0.7948908644380686,0.5438668391531978,0,0,0,0,0,0,0,1,0
442,442,0.10949276735136529,1930,162900,-0.6856843776214497,2,3,8,2,-0.08957012579919972,0.2245158074240838,1.3703089552685899,0,0,0,1,0,0,0,0,1
443,443,-0.48995872491549375,2006,172500,-1.0900907961091806,2,2,6,3,0.2467054132511043,-0.7948908644380686,-1.1751327623668177,1,1,0,0,0,0,0,1,0
444,444,0.7470046718256439,1994,210000,-0.24778096502256966,2,4,8,2,-0.5939834343746557,1.4386406076194564,-0.7453828619868138,0,0,0,1,0,0,0,1,0
445,445,0.3302431581543991,1956,127500,-0.054998785372465046,1,3,7,2,1.3615881619486507,-0.7948908644380686,0.5438668391531978,0,0,0,1,0,0,0,1,0
446,446,0.7089442596182243,1966,190000,1.1029155371051316,2,2,6,2,1.876348410187193,-0.7948908644380686,0.24634767735165664,0,1,0,0,0,0,0,1,0
447,447,0.7051382183974824,1998,199900,0.1820971260705143,2,4,10,2,-0.5344885313119097,1.33555453967834,-0.9437289698545078,1,1,0,0,0,0,0,1,0
448,448,-0.26540229289171796,1937,119500,-0.2739504916719051,2,3,7,1,-0.9897538764877059,0.5704268354042749,1.0727897934670487,1,0,0,1,0,0,0,0,1
449,449,-0.6326852706933174,1948,120000,-0.7275556202603866,1,2,6,1,-1.2510141029806343,0.3596730965024366,0.7422129470208918,1,0,0,1,0,0,0,0,1
450,450,-1.3368028965305803,1930,110000,-0.7826860897349865,1,2,5,1,-0.9043916242672441,-0.7948908644380686,1.3041935859793583,1,0,0,1,0,0,0,0,1
451,451,0.033371942936526046,1975,280000,6.948838863544683,2,2,5,2,0.9580575150882858,-0.7948908644380686,-0.18340222302834722,1,0,0,1,0,0,0,1,0
452,452,0.4577455390492548,1996,204000,-0.15130264344201957,2,3,7,2,-0.7103865055843763,1.1935248460705792,-0.8445559159206608,1,1,0,0,0,0,0,1,0
453,453,0.14184411772767197,2008,210000,-0.20416508727367721,2,3,6,2,-0.9742334669930764,1.0469135494432136,-1.1751327623668177,0,0,1,0,0,1,0,0,0
454,454,0.4044609619588673,1976,188000,-0.152349424507993,2,4,8,2,1.4624708236637418,-0.7948908644380686,-0.21645990767296291,1,0,0,1,0,0,0,1,0
455,455,-0.5204070546814294,1973,175500,-0.09948698067633534,1,3,6,2,0.20531765459875917,-0.7948908644380686,-0.08422916909450018,1,0,0,1,0,0,0,1,0
456,456,-0.32629895242358936,1916,98000,-0.9768639774730558,1,4,7,3,-1.3932845233480706,0.854486222619796,1.8331165402932093,0,0,0,1,0,0,0,0,1
457,457,0.2807646222847536,1954,256000,6.948838863544683,1,2,6,2,1.2943330541385898,-0.7948908644380686,0.5769245237978134,0,1,0,0,0,0,0,1,0
458,458,0.28647368411586654,1925,161000,-0.8845727801563993,1,3,7,1,-0.8526569259518126,1.1133467932274885,1.535597378491668,0,0,0,1,0,0,0,0,1
459,459,-0.5946248584858977,1950,110000,-0.5504751565998832,1,3,5,1,-0.4749936282491635,-0.2817513262422885,0.7422129470208918,0,0,0,1,0,0,0,1,0
460,460,0.7983862283056604,2009,263435,-0.3779307442252647,2,3,8,2,-0.8552436608675842,1.7318632008741879,-1.2081904470114333,0,1,0,0,0,1,0,0,0
461,461,-0.7240302599911245,1936,155000,-0.5181994070657028,1,3,6,2,-1.5200345342208774,0.48795798105138166,1.2050205320455114,0,0,1,0,0,0,0,1,0
462,462,-1.2397488454016603,1965,62383,-0.32960435167949187,1,3,5,1,-0.772468143562894,-0.7948908644380686,0.24634767735165664,0,0,0,1,0,0,0,1,0
463,463,0.27505556045364066,1934,188700,0.3171318835810853,1,3,6,1,-0.8112691672994675,1.0629491600118317,1.238078216690127,0,0,0,1,0,0,0,1,0
464,464,-0.9048172179763676,1978,124000,-0.303609288541152,2,3,5,0,-0.3172027983870978,-0.7948908644380686,-0.18340222302834722,0,0,0,0,0,0,0,1,0
465,465,-0.1930875096976207,2004,178740,-1.238384780455415,2,2,6,2,0.6502360601114691,-0.7948908644380686,-1.142075077722202,1,1,0,0,0,0,0,0,1
466,466,-0.45380133331844513,1970,167000,0.07986150862711039,1,2,5,2,0.2958533766507641,-0.7948908644380686,0.01494388483934686,1,0,0,1,0,0,0,1,0
467,467,0.24460723068770493,1942,146500,-0.12042260199580372,1,3,7,1,-0.7103865055843763,0.9369550769726892,0.9405590548885859,1,0,0,1,0,0,0,1,0
468,468,0.22557702458399512,2006,250000,0.2194323174235662,2,3,7,3,1.2193177415812144,-0.7948908644380686,-1.1751327623668177,1,0,1,0,0,0,0,1,0
469,469,0.37020659097218966,1993,187000,-0.1533962055739664,2,3,7,2,-0.8552436608675842,1.2164328611686053,-0.7123251773421981,0,0,1,0,0,0,0,1,0
470,470,-0.02562169598497437,1985,212000,-0.5844955412440194,1,1,4,2,0.8778687326993672,-0.7948908644380686,-0.3817483308960413,0,0,1,0,0,0,0,1,0
471,471,0.8630889290582738,1977,190000,0.3108511971852448,2,3,8,2,-0.0042078735787379334,1.056076755482424,-0.21645990767296291,1,0,1,0,0,0,0,1,0
472,472,-0.8439205584444962,2005,148000,-1.1331832833250863,1,2,5,2,-0.2344272810824076,-0.7948908644380686,-1.1090173930775862,0,0,1,0,0,0,0,0,1
473,473,0.8764100733308706,2006,440000,0.8386033179468434,2,2,7,3,2.103981082775091,-0.7948908644380686,-1.1751327623668177,1,0,1,0,0,0,0,1,0
474,474,0.2598313955706728,2000,251000,-0.8444461726274183,2,2,6,2,1.2658789700651025,-0.7948908644380686,-0.9767866544991236,1,0,1,0,0,0,0,1,0
475,475,-1.0380286607023363,1963,132500,-0.2948861129913735,1,2,5,2,-0.4982742424911077,-0.7948908644380686,0.24634767735165664,1,0,0,1,0,0,0,1,0
476,476,-0.0427488814783132,1997,208900,0.5154968955830481,2,3,7,2,0.8545881184574231,-0.7948908644380686,-0.8445559159206608,0,1,0,0,0,0,0,1,0
477,477,2.145724820448315,2006,380000,0.6145921698285317,2,3,9,3,2.344547429941847,0.5200292021886179,-1.1751327623668177,1,1,0,0,0,0,0,1,0
478,478,0.3854307558551575,2007,297000,0.08143168022607052,2,3,7,3,1.436603474506026,-0.7948908644380686,-1.142075077722202,0,0,1,0,0,0,0,1,0
479,479,-0.7316423424326084,1937,89471,-0.7406403835850542,1,2,7,2,-0.08180992105188502,-0.7948908644380686,1.1058474781116643,1,0,0,1,0,0,0,0,1
480,480,0.636629476424127,2004,326000,1.022836785558165,2,3,8,3,1.7780524833878733,-0.7948908644380686,-1.142075077722202,1,1,0,0,0,0,0,1,0
481,481,0.5262542810226102,2003,374000,0.2923580650197144,2,2,6,3,1.6280218582731223,-0.7948908644380686,-1.1090173930775862,1,1,0,0,0,0,0,1,0
482,482,0.5909569817752235,1915,155000,-1.3381779087448809,1,4,7,1,-0.6379579279427724,1.289738509482288,1.8992319095824406,0,0,0,1,0,0,0,0,1
483,483,-0.5698855905510749,1998,164000,-0.9892508867537412,2,2,5,2,0.13806254678869836,-0.7948908644380686,-0.9437289698545078,1,0,0,1,0,0,0,0,1
484,484,-0.9828410630015778,1962,132500,-0.4208487679301749,1,3,6,1,-0.42325892993373215,-0.7948908644380686,0.2794053619962723,1,0,0,1,0,0,0,1,0
485,485,-0.765896713419286,1950,147000,-0.09948698067633534,1,3,5,1,-0.12837114953577325,-0.7948908644380686,0.7422129470208918,0,0,0,1,0,0,0,1,0
486,486,-0.8420175378341253,1965,156000,0.020718378399612235,1,3,6,2,-0.23184054616663602,-0.7948908644380686,0.18023230806242527,1,0,1,0,0,0,0,1,0
487,487,-0.05987606697165203,1971,175000,0.36162007888495556,2,3,7,2,0.8313075042154789,-0.7948908644380686,-0.01811379980526882,1,0,0,1,0,0,0,1,0
488,488,1.7099331006733605,1900,160000,0.10986923251834839,2,3,10,2,1.5607667504630616,0.6895485139140095,2.295924125317829,1,0,0,1,0,0,0,1,0
489,489,-1.6850556682284699,1970,86000,-1.5081053684545658,1,1,3,1,-1.377764113853441,-0.7948908644380686,0.08105925412857821,0,0,0,1,0,0,0,0,1
490,490,-0.4024197768384286,1976,115000,-1.3093914294306117,1,3,4,1,-1.4139784026742432,0.7811805743061131,-0.15034453838373155,0,1,0,0,0,0,0,0,1
491,491,0.1190078704032202,1941,133000,-0.11867796688584802,1,3,5,1,-0.5293150614803664,0.625406071639537,0.9405590548885859,1,0,0,1,0,0,0,1,0
492,492,-0.1131606440620395,2006,172785,0.9434558880551808,2,3,8,2,-1.1242640921078275,0.8728126346982167,-1.2081904470114333,1,0,1,0,0,0,0,1,0
493,493,-0.469025498201413,1960,155000,-0.3906665805279413,1,3,6,1,0.27515949732459155,-0.7948908644380686,0.37857841593011937,0,0,0,1,0,0,0,1,0
494,494,-1.1978823919734987,1938,91300,-0.7652397386354296,1,2,4,1,-0.7155599754159194,-0.7948908644380686,1.13890516275628,0,0,0,1,0,0,0,0,1
495,495,-1.5137838132950816,1920,34900,-0.39973868309971095,1,2,4,0,-1.144957971434,-0.7948908644380686,1.7339434863593624,0,0,0,0,1,0,0,0,0
496,496,3.258991877515339,1992,430000,0.4399541953219664,3,4,10,2,5.342573197321096,-0.7948908644380686,-0.7123251773421981,1,0,1,0,0,0,0,1,0
497,497,0.5795388581129977,1925,184000,-0.18322946595420883,2,4,8,1,-0.07663645122034188,0.7788897727963106,1.535597378491668,0,0,0,1,0,0,0,1,0
498,498,-1.173143124038676,1967,130000,-0.41352130046836094,1,3,5,1,-0.6819324215108891,-0.7948908644380686,0.18023230806242527,0,1,0,0,0,0,0,1,0
499,499,-1.1484038561038532,1958,120000,-0.4597541308821869,1,2,5,1,-0.6483048676058587,-0.7948908644380686,0.41163610057473504,1,1,0,0,0,0,0,1,0
